"ID","Name","LongName","Parent","McCC","CLOC","PDA","PUA","LLOC","LOC","ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous modifications","Number of previous fixes","Number of committers","Number of developer commits","bug"
"L7083","RepresentationFormatRepositoryTest.java","community/server/src/test/java/org/neo4j/server/rest/repr/RepresentationFormatRepositoryTest.java","L7075","1","0","0","7","105","141","L7065","RepresentationFormatRepositoryTest.java","community/server/src/test/java/org/neo4j/server/rest/repr/RepresentationFormatRepositoryTest.java","L7057","1","0","105","15","0","8","5350","0"
"L7084","RepresentationTestAccess.java","community/server/src/test/java/org/neo4j/server/rest/repr/RepresentationTestAccess.java","L7075","5","0","0","9","119","161","L7066","RepresentationTestAccess.java","community/server/src/test/java/org/neo4j/server/rest/repr/RepresentationTestAccess.java","L7057","5","0","119","4","0","3","5350","0"
"L7085","RepresentationTestBase.java","community/server/src/test/java/org/neo4j/server/rest/repr/RepresentationTestBase.java","L7075","1","0","0","0","28","57","L7067","RepresentationTestBase.java","community/server/src/test/java/org/neo4j/server/rest/repr/RepresentationTestBase.java","L7057","1","0","28","6","0","5","1636","0"
"L7086","SchemaIndexRepresentationTest.java","community/server/src/test/java/org/neo4j/server/rest/repr/SchemaIndexRepresentationTest.java","L7075","1","0","0","2","23","50","L7068","SchemaIndexRepresentationTest.java","community/server/src/test/java/org/neo4j/server/rest/repr/SchemaIndexRepresentationTest.java","L7057","1","0","23","3","0","2","2319","0"
"L7087","TestExceptionRepresentation.java","community/server/src/test/java/org/neo4j/server/rest/repr/TestExceptionRepresentation.java","L7075","1","0","0","2","33","67","L7069","TestExceptionRepresentation.java","community/server/src/test/java/org/neo4j/server/rest/repr/TestExceptionRepresentation.java","L7057","1","0","33","6","0","5","505","0"
"L8312","CompactJsonFormatTest.java","community/server/src/test/java/org/neo4j/server/rest/repr/formats/CompactJsonFormatTest.java","L8311","1","0","0","6","54","84","L8294","CompactJsonFormatTest.java","community/server/src/test/java/org/neo4j/server/rest/repr/formats/CompactJsonFormatTest.java","L8293","1","0","54","12","0","7","828","0"
"L8313","DefaultFormatTest.java","community/server/src/test/java/org/neo4j/server/rest/repr/formats/DefaultFormatTest.java","L8311","1","0","0","8","70","102","L8295","DefaultFormatTest.java","community/server/src/test/java/org/neo4j/server/rest/repr/formats/DefaultFormatTest.java","L8293","1","0","70","3","0","2","1126","0"
"L8314","JsonFormatTest.java","community/server/src/test/java/org/neo4j/server/rest/repr/formats/JsonFormatTest.java","L8311","1","0","0","10","130","167","L8296","JsonFormatTest.java","community/server/src/test/java/org/neo4j/server/rest/repr/formats/JsonFormatTest.java","L8293","1","0","130","5","0","4","828","0"
"L8315","JsonInputTest.java","community/server/src/test/java/org/neo4j/server/rest/repr/formats/JsonInputTest.java","L8311","1","0","0","5","49","77","L8297","JsonInputTest.java","community/server/src/test/java/org/neo4j/server/rest/repr/formats/JsonInputTest.java","L8293","1","0","49","7","0","5","5350","0"
"L8316","StreamingJsonFormatPerformanceTest.java","community/server/src/test/java/org/neo4j/server/rest/repr/formats/StreamingJsonFormatPerformanceTest.java","L8311","4","0","1","3","81","119","L8298","StreamingJsonFormatPerformanceTest.java","community/server/src/test/java/org/neo4j/server/rest/repr/formats/StreamingJsonFormatPerformanceTest.java","L8293","4","0","81","9","0","7","310","0"
"L8317","StreamingJsonFormatTest.java","community/server/src/test/java/org/neo4j/server/rest/repr/formats/StreamingJsonFormatTest.java","L8311","1","0","0","10","128","163","L8299","StreamingJsonFormatTest.java","community/server/src/test/java/org/neo4j/server/rest/repr/formats/StreamingJsonFormatTest.java","L8293","1","0","128","11","0","8","310","0"
"L8318","UrlFormFormatTest.java","community/server/src/test/java/org/neo4j/server/rest/repr/formats/UrlFormFormatTest.java","L8311","1","0","0","6","53","88","L8300","UrlFormFormatTest.java","community/server/src/test/java/org/neo4j/server/rest/repr/formats/UrlFormFormatTest.java","L8293","1","0","53","3","0","2","5350","0"
"L10043","RFC1123Test.java","community/server/src/test/java/org/neo4j/server/rest/repr/util/RFC1123Test.java","L10042","1","0","0","4","41","83","L10025","RFC1123Test.java","community/server/src/test/java/org/neo4j/server/rest/repr/util/RFC1123Test.java","L10024","1","0","41","2","0","2","5350","0"
"L14767","NoAccessToDatabaseSecurityRule.java","community/server/src/test/java/org/neo4j/server/rest/security/NoAccessToDatabaseSecurityRule.java","L14766","1","0","0","5","26","52","L14742","NoAccessToDatabaseSecurityRule.java","community/server/src/test/java/org/neo4j/server/rest/security/NoAccessToDatabaseSecurityRule.java","L14741","1","0","26","3","0","2","5350","0"
"L14768","NoAccessToWebAdminSecurityRule.java","community/server/src/test/java/org/neo4j/server/rest/security/NoAccessToWebAdminSecurityRule.java","L14766","1","0","0","5","26","52","L14743","NoAccessToWebAdminSecurityRule.java","community/server/src/test/java/org/neo4j/server/rest/security/NoAccessToWebAdminSecurityRule.java","L14741","1","0","26","3","0","2","5350","0"
"L14769","PermanentlyFailingSecurityRule.java","community/server/src/test/java/org/neo4j/server/rest/security/PermanentlyFailingSecurityRule.java","L14766","1","0","1","3","21","50","L14744","PermanentlyFailingSecurityRule.java","community/server/src/test/java/org/neo4j/server/rest/security/PermanentlyFailingSecurityRule.java","L14741","1","0","21","3","0","3","2472","0"
"L14770","PermanentlyFailingSecurityRuleWithComplexWildcardPath.java","community/server/src/test/java/org/neo4j/server/rest/security/PermanentlyFailingSecurityRuleWithComplexWildcardPath.java","L14766","1","0","1","3","21","48","L14745","PermanentlyFailingSecurityRuleWithComplexWildcardPath.java","community/server/src/test/java/org/neo4j/server/rest/security/PermanentlyFailingSecurityRuleWithComplexWildcardPath.java","L14741","1","0","21","3","0","3","2472","0"
"L14771","PermanentlyFailingSecurityRuleWithWildcardPath.java","community/server/src/test/java/org/neo4j/server/rest/security/PermanentlyFailingSecurityRuleWithWildcardPath.java","L14766","1","0","2","2","18","51","L14746","PermanentlyFailingSecurityRuleWithWildcardPath.java","community/server/src/test/java/org/neo4j/server/rest/security/PermanentlyFailingSecurityRuleWithWildcardPath.java","L14741","1","0","18","3","0","3","2472","0"
"L14772","PermanentlyPassingSecurityRule.java","community/server/src/test/java/org/neo4j/server/rest/security/PermanentlyPassingSecurityRule.java","L14766","1","0","0","4","20","46","L14747","PermanentlyPassingSecurityRule.java","community/server/src/test/java/org/neo4j/server/rest/security/PermanentlyPassingSecurityRule.java","L14741","1","0","20","3","0","3","2472","0"
"L14773","SecurityFilterTest.java","community/server/src/test/java/org/neo4j/server/rest/security/SecurityFilterTest.java","L14766","1","0","0","5","67","129","L14748","SecurityFilterTest.java","community/server/src/test/java/org/neo4j/server/rest/security/SecurityFilterTest.java","L14741","1","0","67","3","0","2","5350","0"
"L14774","SecurityRulesDocIT.java","community/server/src/test/java/org/neo4j/server/rest/security/SecurityRulesDocIT.java","L14766","3","0","3","5","185","288","L14749","SecurityRulesDocIT.java","community/server/src/test/java/org/neo4j/server/rest/security/SecurityRulesDocIT.java","L14741","3","0","185","17","0","8","3997","0"
"L14775","UriPathWildcardMatcherTest.java","community/server/src/test/java/org/neo4j/server/rest/security/UriPathWildcardMatcherTest.java","L14766","1","0","0","13","87","135","L14750","UriPathWildcardMatcherTest.java","community/server/src/test/java/org/neo4j/server/rest/security/UriPathWildcardMatcherTest.java","L14741","1","0","87","3","0","2","1126","0"
"L17955","StreamingBatchOperationDocIT.java","community/server/src/test/java/org/neo4j/server/rest/streaming/StreamingBatchOperationDocIT.java","L17954","1","0","3","9","533","658","L17922","StreamingBatchOperationDocIT.java","community/server/src/test/java/org/neo4j/server/rest/streaming/StreamingBatchOperationDocIT.java","L17921","1","0","533","12","0","7","5350","0"
"L17956","StreamingCypherDocIT.java","community/server/src/test/java/org/neo4j/server/rest/streaming/StreamingCypherDocIT.java","L17954","1","0","0","2","11","33","L17923","StreamingCypherDocIT.java","community/server/src/test/java/org/neo4j/server/rest/streaming/StreamingCypherDocIT.java","L17921","1","0","11","3","0","3","2472","0"
"L17957","StreamingIndexNodeDocIT.java","community/server/src/test/java/org/neo4j/server/rest/streaming/StreamingIndexNodeDocIT.java","L17954","1","0","0","2","11","33","L17924","StreamingIndexNodeDocIT.java","community/server/src/test/java/org/neo4j/server/rest/streaming/StreamingIndexNodeDocIT.java","L17921","1","0","11","3","0","3","2472","0"
"L17958","StreamingPathsDocIT.java","community/server/src/test/java/org/neo4j/server/rest/streaming/StreamingPathsDocIT.java","L17954","1","0","0","2","11","33","L17925","StreamingPathsDocIT.java","community/server/src/test/java/org/neo4j/server/rest/streaming/StreamingPathsDocIT.java","L17921","1","0","11","3","0","3","2472","0"
"L17959","StreamingRelationshipDocIT.java","community/server/src/test/java/org/neo4j/server/rest/streaming/StreamingRelationshipDocIT.java","L17954","1","0","0","2","11","33","L17926","StreamingRelationshipDocIT.java","community/server/src/test/java/org/neo4j/server/rest/streaming/StreamingRelationshipDocIT.java","L17921","1","0","11","3","0","3","2472","0"
"L17960","StreamingTraverserDocIT.java","community/server/src/test/java/org/neo4j/server/rest/streaming/StreamingTraverserDocIT.java","L17954","1","0","0","2","11","33","L17927","StreamingTraverserDocIT.java","community/server/src/test/java/org/neo4j/server/rest/streaming/StreamingTraverserDocIT.java","L17921","1","0","11","3","0","3","2472","0"
"L15056","ConcurrentTransactionAccessTest.java","community/server/src/test/java/org/neo4j/server/rest/transactional/ConcurrentTransactionAccessTest.java","L15055","2","0","0","2","76","113","L15031","ConcurrentTransactionAccessTest.java","community/server/src/test/java/org/neo4j/server/rest/transactional/ConcurrentTransactionAccessTest.java","L15030","2","0","76","24","0","8","3997","0"
"L15057","ExecutionResultSerializerTest.java","community/server/src/test/java/org/neo4j/server/rest/transactional/ExecutionResultSerializerTest.java","L15055","8","0","0","20","469","630","L15032","ExecutionResultSerializerTest.java","community/server/src/test/java/org/neo4j/server/rest/transactional/ExecutionResultSerializerTest.java","L15030","8","0","469","26","0","6","2319","0"
"L15058","GraphExtractionWriterTest.java","community/server/src/test/java/org/neo4j/server/rest/transactional/GraphExtractionWriterTest.java","L15055","10","0","0","8","216","300","L15033","GraphExtractionWriterTest.java","community/server/src/test/java/org/neo4j/server/rest/transactional/GraphExtractionWriterTest.java","L15030","10","0","216","1","0","1","1636","0"
"L15059","RestRepresentationWriterTests.java","community/server/src/test/java/org/neo4j/server/rest/transactional/RestRepresentationWriterTests.java","L15055","1","0","0","2","43","73","L15034","RestRepresentationWriterTests.java","community/server/src/test/java/org/neo4j/server/rest/transactional/RestRepresentationWriterTests.java","L15030","1","0","43","2","0","2","2472","0"
"L15060","RowWriterTests.java","community/server/src/test/java/org/neo4j/server/rest/transactional/RowWriterTests.java","L15055","1","0","0","2","42","71","L15035","RowWriterTests.java","community/server/src/test/java/org/neo4j/server/rest/transactional/RowWriterTests.java","L15030","1","0","42","2","0","2","2472","0"
"L15061","StatementDeserializerTest.java","community/server/src/test/java/org/neo4j/server/rest/transactional/StatementDeserializerTest.java","L15055","3","0","0","9","153","244","L15036","StatementDeserializerTest.java","community/server/src/test/java/org/neo4j/server/rest/transactional/StatementDeserializerTest.java","L15030","3","0","153","18","0","7","310","0"
"L15062","StubStatementDeserializer.java","community/server/src/test/java/org/neo4j/server/rest/transactional/StubStatementDeserializer.java","L15055","1","0","0","7","40","70","L15037","StubStatementDeserializer.java","community/server/src/test/java/org/neo4j/server/rest/transactional/StubStatementDeserializer.java","L15030","1","0","40","3","0","2","828","0"
"L15063","TransactionDocTest.java","community/server/src/test/java/org/neo4j/server/rest/transactional/TransactionDocTest.java","L15055","3","0","9","1","215","378","L15038","TransactionDocTest.java","community/server/src/test/java/org/neo4j/server/rest/transactional/TransactionDocTest.java","L15030","3","0","215","14","2","8","2472","0"
"L15064","TransactionHandleRegistryTest.java","community/server/src/test/java/org/neo4j/server/rest/transactional/TransactionHandleRegistryTest.java","L15055","4","0","0","7","115","193","L15039","TransactionHandleRegistryTest.java","community/server/src/test/java/org/neo4j/server/rest/transactional/TransactionHandleRegistryTest.java","L15030","4","0","115","12","0","8","224","0"
"L15065","TransactionHandleTest.java","community/server/src/test/java/org/neo4j/server/rest/transactional/TransactionHandleTest.java","L15055","2","0","0","11","296","424","L15040","TransactionHandleTest.java","community/server/src/test/java/org/neo4j/server/rest/transactional/TransactionHandleTest.java","L15030","2","0","296","27","0","9","2472","0"
"L15109","ErrorDocumentationGeneratorTest.java","community/server/src/test/java/org/neo4j/server/rest/transactional/error/ErrorDocumentationGeneratorTest.java","L15108","1","0","0","4","55","102","L15084","ErrorDocumentationGeneratorTest.java","community/server/src/test/java/org/neo4j/server/rest/transactional/error/ErrorDocumentationGeneratorTest.java","L15083","1","0","55","3","0","3","224","0"
"L16117","TransactionErrorIT.java","community/server/src/test/java/org/neo4j/server/rest/transactional/integration/TransactionErrorIT.java","L16116","1","0","1","2","48","90","L16092","TransactionErrorIT.java","community/server/src/test/java/org/neo4j/server/rest/transactional/integration/TransactionErrorIT.java","L16091","1","0","48","13","0","9","1296","0"
"L16118","TransactionIT.java","community/server/src/test/java/org/neo4j/server/rest/transactional/integration/TransactionIT.java","L16116","3","0","0","14","226","354","L16093","TransactionIT.java","community/server/src/test/java/org/neo4j/server/rest/transactional/integration/TransactionIT.java","L16091","3","0","226","23","0","9","143","0"
"L16119","TransactionMatchers.java","community/server/src/test/java/org/neo4j/server/rest/transactional/integration/TransactionMatchers.java","L16116","8","0","1","4","144","185","L16094","TransactionMatchers.java","community/server/src/test/java/org/neo4j/server/rest/transactional/integration/TransactionMatchers.java","L16091","8","0","144","9","0","4","310","0"
"L10445","CollectUserAgentFilterIT.java","community/server/src/test/java/org/neo4j/server/rest/web/CollectUserAgentFilterIT.java","L10444","1","0","0","3","32","60","L10427","CollectUserAgentFilterIT.java","community/server/src/test/java/org/neo4j/server/rest/web/CollectUserAgentFilterIT.java","L10426","1","0","32","3","0","2","5350","0"
"L10446","CollectUserAgentFilterTest.java","community/server/src/test/java/org/neo4j/server/rest/web/CollectUserAgentFilterTest.java","L10444","1","0","0","10","88","125","L10428","CollectUserAgentFilterTest.java","community/server/src/test/java/org/neo4j/server/rest/web/CollectUserAgentFilterTest.java","L10426","1","0","88","3","0","2","5350","0"
"L10447","DatabaseActionsTest.java","community/server/src/test/java/org/neo4j/server/rest/web/DatabaseActionsTest.java","L10444","19","0","0","64","1395","1654","L10429","DatabaseActionsTest.java","community/server/src/test/java/org/neo4j/server/rest/web/DatabaseActionsTest.java","L10426","19","0","1395","88","0","16","2319","0"
"L10448","DatabaseMetadataServiceTest.java","community/server/src/test/java/org/neo4j/server/rest/web/DatabaseMetadataServiceTest.java","L10444","1","0","0","2","39","67","L10430","DatabaseMetadataServiceTest.java","community/server/src/test/java/org/neo4j/server/rest/web/DatabaseMetadataServiceTest.java","L10426","1","0","39","16","0","9","257","0"
"L10449","ModelBuilder.java","community/server/src/test/java/org/neo4j/server/rest/web/ModelBuilder.java","L10444","1","0","1","4","57","94","L10431","ModelBuilder.java","community/server/src/test/java/org/neo4j/server/rest/web/ModelBuilder.java","L10426","1","0","57","12","0","8","1","0"
"L10450","PagingTraversalTest.java","community/server/src/test/java/org/neo4j/server/rest/web/PagingTraversalTest.java","L10444","2","0","0","11","192","251","L10432","PagingTraversalTest.java","community/server/src/test/java/org/neo4j/server/rest/web/PagingTraversalTest.java","L10426","2","0","192","43","0","12","310","0"
"L10451","RestfulGraphDatabasePagedTraversalTest.java","community/server/src/test/java/org/neo4j/server/rest/web/RestfulGraphDatabasePagedTraversalTest.java","L10444","2","0","0","8","157","231","L10433","RestfulGraphDatabasePagedTraversalTest.java","community/server/src/test/java/org/neo4j/server/rest/web/RestfulGraphDatabasePagedTraversalTest.java","L10426","2","0","157","32","0","10","310","0"
"L10452","RestfulGraphDatabaseTest.java","community/server/src/test/java/org/neo4j/server/rest/web/RestfulGraphDatabaseTest.java","L10444","23","0","0","115","1681","2003","L10434","RestfulGraphDatabaseTest.java","community/server/src/test/java/org/neo4j/server/rest/web/RestfulGraphDatabaseTest.java","L10426","23","0","1681","110","0","19","5350","0"
"L10453","TransactionWrappedDatabaseActions.java","community/server/src/test/java/org/neo4j/server/rest/web/TransactionWrappedDatabaseActions.java","L10444","1","0","1","29","449","533","L10435","TransactionWrappedDatabaseActions.java","community/server/src/test/java/org/neo4j/server/rest/web/TransactionWrappedDatabaseActions.java","L10426","1","0","449","5","0","3","310","0"
"L10454","TransactionWrappingRestfulGraphDatabase.java","community/server/src/test/java/org/neo4j/server/rest/web/TransactionWrappingRestfulGraphDatabase.java","L10444","14","0","1","72","892","992","L10436","TransactionWrappingRestfulGraphDatabase.java","community/server/src/test/java/org/neo4j/server/rest/web/TransactionWrappingRestfulGraphDatabase.java","L10426","14","0","892","5","0","3","224","0"
"L10455","WebHelper.java","community/server/src/test/java/org/neo4j/server/rest/web/WebHelper.java","L10444","3","0","0","4","47","77","L10437","WebHelper.java","community/server/src/test/java/org/neo4j/server/rest/web/WebHelper.java","L10426","3","0","47","3","0","3","505","0"
"L20150","DatabasePrimitivesSampleableBaseDocTest.java","community/server/src/test/java/org/neo4j/server/rrd/DatabasePrimitivesSampleableBaseDocTest.java","L20149","1","0","0","3","33","66","L20115","DatabasePrimitivesSampleableBaseDocTest.java","community/server/src/test/java/org/neo4j/server/rrd/DatabasePrimitivesSampleableBaseDocTest.java","L20114","1","0","33","9","0","7","2319","0"
"L20151","MemoryUsedSampleableTest.java","community/server/src/test/java/org/neo4j/server/rrd/MemoryUsedSampleableTest.java","L20149","1","0","0","3","22","49","L20116","MemoryUsedSampleableTest.java","community/server/src/test/java/org/neo4j/server/rrd/MemoryUsedSampleableTest.java","L20114","1","0","22","11","0","5","1296","0"
"L20152","NodeIdsInUseSampleableTest.java","community/server/src/test/java/org/neo4j/server/rrd/NodeIdsInUseSampleableTest.java","L20149","1","0","0","5","49","79","L20117","NodeIdsInUseSampleableTest.java","community/server/src/test/java/org/neo4j/server/rrd/NodeIdsInUseSampleableTest.java","L20114","1","0","49","30","0","11","2319","0"
"L20153","PropertyCountSampleableTest.java","community/server/src/test/java/org/neo4j/server/rrd/PropertyCountSampleableTest.java","L20149","1","0","0","5","78","113","L20118","PropertyCountSampleableTest.java","community/server/src/test/java/org/neo4j/server/rrd/PropertyCountSampleableTest.java","L20114","1","0","78","25","0","9","2319","0"
"L20154","RelationshipCountSampleableTest.java","community/server/src/test/java/org/neo4j/server/rrd/RelationshipCountSampleableTest.java","L20149","1","0","0","5","49","79","L20119","RelationshipCountSampleableTest.java","community/server/src/test/java/org/neo4j/server/rrd/RelationshipCountSampleableTest.java","L20114","1","0","49","25","0","9","2319","0"
"L20155","RrdFactoryTest.java","community/server/src/test/java/org/neo4j/server/rrd/RrdFactoryTest.java","L20149","3","0","0","8","157","231","L20120","RrdFactoryTest.java","community/server/src/test/java/org/neo4j/server/rrd/RrdFactoryTest.java","L20114","3","0","157","47","0","13","5350","0"
"L20156","RrdJobTest.java","community/server/src/test/java/org/neo4j/server/rrd/RrdJobTest.java","L20149","1","0","0","2","22","52","L20121","RrdJobTest.java","community/server/src/test/java/org/neo4j/server/rrd/RrdJobTest.java","L20114","1","0","22","7","0","4","2319","0"
"L20157","RrdSamplerTest.java","community/server/src/test/java/org/neo4j/server/rrd/RrdSamplerTest.java","L20149","1","0","0","3","78","120","L20122","RrdSamplerTest.java","community/server/src/test/java/org/neo4j/server/rrd/RrdSamplerTest.java","L20114","1","0","78","23","0","7","1296","0"
"L20600","TestScriptExecutorFactoryRepository.java","community/server/src/test/java/org/neo4j/server/scripting/TestScriptExecutorFactoryRepository.java","L20599","1","0","0","3","26","62","L20565","TestScriptExecutorFactoryRepository.java","community/server/src/test/java/org/neo4j/server/scripting/TestScriptExecutorFactoryRepository.java","L20564","1","0","26","2","0","2","2472","0"
"L20612","TestGlobalJavascriptInitializer.java","community/server/src/test/java/org/neo4j/server/scripting/javascript/TestGlobalJavascriptInitializer.java","L20611","1","0","0","3","17","51","L20577","TestGlobalJavascriptInitializer.java","community/server/src/test/java/org/neo4j/server/scripting/javascript/TestGlobalJavascriptInitializer.java","L20576","1","0","17","2","0","2","2472","0"
"L20613","TestJavascriptExecutor.java","community/server/src/test/java/org/neo4j/server/scripting/javascript/TestJavascriptExecutor.java","L20611","1","0","0","5","55","108","L20578","TestJavascriptExecutor.java","community/server/src/test/java/org/neo4j/server/scripting/javascript/TestJavascriptExecutor.java","L20576","1","0","55","2","0","2","2472","0"
"L20614","TestJavascriptSecurityRestrictions.java","community/server/src/test/java/org/neo4j/server/scripting/javascript/TestJavascriptSecurityRestrictions.java","L20611","1","0","0","6","45","87","L20579","TestJavascriptSecurityRestrictions.java","community/server/src/test/java/org/neo4j/server/scripting/javascript/TestJavascriptSecurityRestrictions.java","L20576","1","0","45","6","0","5","505","0"
"L20615","TestWhiteListClassShutter.java","community/server/src/test/java/org/neo4j/server/scripting/javascript/TestWhiteListClassShutter.java","L20611","1","0","0","3","25","61","L20580","TestWhiteListClassShutter.java","community/server/src/test/java/org/neo4j/server/scripting/javascript/TestWhiteListClassShutter.java","L20576","1","0","25","2","0","2","2472","0"
"L20616","TestWhiteListJavaWrapper.java","community/server/src/test/java/org/neo4j/server/scripting/javascript/TestWhiteListJavaWrapper.java","L20611","2","0","0","7","73","135","L20581","TestWhiteListJavaWrapper.java","community/server/src/test/java/org/neo4j/server/scripting/javascript/TestWhiteListJavaWrapper.java","L20576","2","0","73","6","0","5","505","0"
"L20769","KeyStoreFactoryTest.java","community/server/src/test/java/org/neo4j/server/security/KeyStoreFactoryTest.java","L20768","1","0","0","4","57","106","L20734","KeyStoreFactoryTest.java","community/server/src/test/java/org/neo4j/server/security/KeyStoreFactoryTest.java","L20733","1","0","57","6","1","4","412","0"
"L20770","TestSslCertificateFactory.java","community/server/src/test/java/org/neo4j/server/security/TestSslCertificateFactory.java","L20768","1","0","0","4","38","69","L20735","TestSslCertificateFactory.java","community/server/src/test/java/org/neo4j/server/security/TestSslCertificateFactory.java","L20733","1","0","38","10","0","7","412","0"
"L21146","ExecutionTimeLimitTest.java","community/server/src/test/java/org/neo4j/server/web/ExecutionTimeLimitTest.java","L21145","2","0","1","5","76","109","L21111","ExecutionTimeLimitTest.java","community/server/src/test/java/org/neo4j/server/web/ExecutionTimeLimitTest.java","L21110","2","0","76","13","0","6","533","0"
"L21147","HelloWorldWebResource.java","community/server/src/test/java/org/neo4j/server/web/HelloWorldWebResource.java","L21145","1","0","0","2","21","44","L21112","HelloWorldWebResource.java","community/server/src/test/java/org/neo4j/server/web/HelloWorldWebResource.java","L21110","1","0","21","3","0","3","2472","0"
"L21148","JettyThreadLimitTest.java","community/server/src/test/java/org/neo4j/server/web/JettyThreadLimitTest.java","L21145","4","0","0","2","63","91","L21113","JettyThreadLimitTest.java","community/server/src/test/java/org/neo4j/server/web/JettyThreadLimitTest.java","L21110","4","0","63","24","0","11","5350","0"
"L21149","TestJetty9WebServer.java","community/server/src/test/java/org/neo4j/server/web/TestJetty9WebServer.java","L21145","3","0","0","5","95","141","L21114","TestJetty9WebServer.java","community/server/src/test/java/org/neo4j/server/web/TestJetty9WebServer.java","L21110","3","0","95","17","0","5","5350","0"
"L21650","HTTPLoggingDocIT.java","community/server/src/test/java/org/neo4j/server/web/logging/HTTPLoggingDocIT.java","L21649","8","0","0","4","187","243","L21615","HTTPLoggingDocIT.java","community/server/src/test/java/org/neo4j/server/web/logging/HTTPLoggingDocIT.java","L21614","8","0","187","26","0","13","5350","0"
"L3578","CypherSessionDocTest.java","community/server/src/test/java/org/neo4j/server/webadmin/console/CypherSessionDocTest.java","L3577","1","0","0","2","33","77","L3569","CypherSessionDocTest.java","community/server/src/test/java/org/neo4j/server/webadmin/console/CypherSessionDocTest.java","L3568","1","0","33","15","0","10","5350","0"
"L2356","CommunityVersionAndEditionServiceDocIT.java","community/server/src/test/java/org/neo4j/server/webadmin/rest/CommunityVersionAndEditionServiceDocIT.java","L2355","1","0","2","4","90","133","L2349","CommunityVersionAndEditionServiceDocIT.java","community/server/src/test/java/org/neo4j/server/webadmin/rest/CommunityVersionAndEditionServiceDocIT.java","L2348","1","0","90","5","0","4","5350","0"
"L2357","ConfigureEnabledManagementConsolesDocIT.java","community/server/src/test/java/org/neo4j/server/webadmin/rest/ConfigureEnabledManagementConsolesDocIT.java","L2355","1","0","0","4","44","75","L2350","ConfigureEnabledManagementConsolesDocIT.java","community/server/src/test/java/org/neo4j/server/webadmin/rest/ConfigureEnabledManagementConsolesDocIT.java","L2348","1","0","44","14","0","9","2319","0"
"L2358","ConsoleServiceDocTest.java","community/server/src/test/java/org/neo4j/server/webadmin/rest/ConsoleServiceDocTest.java","L2355","1","0","0","3","67","104","L2351","ConsoleServiceDocTest.java","community/server/src/test/java/org/neo4j/server/webadmin/rest/ConsoleServiceDocTest.java","L2348","1","0","67","9","0","5","5350","0"
"L2359","JmxServiceDocTest.java","community/server/src/test/java/org/neo4j/server/webadmin/rest/JmxServiceDocTest.java","L2355","1","0","0","5","43","76","L2352","JmxServiceDocTest.java","community/server/src/test/java/org/neo4j/server/webadmin/rest/JmxServiceDocTest.java","L2348","1","0","43","3","0","3","2472","0"
"L2360","MonitorServiceDocTest.java","community/server/src/test/java/org/neo4j/server/webadmin/rest/MonitorServiceDocTest.java","L2355","2","0","0","6","84","121","L2353","MonitorServiceDocTest.java","community/server/src/test/java/org/neo4j/server/webadmin/rest/MonitorServiceDocTest.java","L2348","2","0","84","13","0","7","5350","0"
"L2361","Neo4jShellConsoleSessionDocTest.java","community/server/src/test/java/org/neo4j/server/webadmin/rest/Neo4jShellConsoleSessionDocTest.java","L2355","1","0","0","6","84","120","L2354","Neo4jShellConsoleSessionDocTest.java","community/server/src/test/java/org/neo4j/server/webadmin/rest/Neo4jShellConsoleSessionDocTest.java","L2348","1","0","84","11","0","8","5350","0"
"L2362","RootServiceDocTest.java","community/server/src/test/java/org/neo4j/server/webadmin/rest/RootServiceDocTest.java","L2355","1","0","0","2","37","66","L2355","RootServiceDocTest.java","community/server/src/test/java/org/neo4j/server/webadmin/rest/RootServiceDocTest.java","L2348","1","0","37","11","0","6","5350","0"
"L2363","VersionAndEditionServiceTest.java","community/server/src/test/java/org/neo4j/server/webadmin/rest/VersionAndEditionServiceTest.java","L2355","1","0","0","6","128","196","L2356","VersionAndEditionServiceTest.java","community/server/src/test/java/org/neo4j/server/webadmin/rest/VersionAndEditionServiceTest.java","L2348","1","0","128","9","0","4","5350","0"
"L2784","ServerRootRepresentationTest.java","community/server/src/test/java/org/neo4j/server/webadmin/rest/representations/ServerRootRepresentationTest.java","L2783","1","0","0","2","34","64","L2777","ServerRootRepresentationTest.java","community/server/src/test/java/org/neo4j/server/webadmin/rest/representations/ServerRootRepresentationTest.java","L2776","1","0","34","14","0","8","5350","0"
"L105709","EntityOutputFormat.java","community/server/src/test/java/org/neo4j/test/server/EntityOutputFormat.java","L105708","1","0","0","5","38","69","L105353","EntityOutputFormat.java","community/server/src/test/java/org/neo4j/test/server/EntityOutputFormat.java","L105352","1","0","38","3","0","3","7","0"
"L105710","ExclusiveServerTestBase.java","community/server/src/test/java/org/neo4j/test/server/ExclusiveServerTestBase.java","L105708","1","0","0","2","27","52","L105354","ExclusiveServerTestBase.java","community/server/src/test/java/org/neo4j/test/server/ExclusiveServerTestBase.java","L105352","1","0","27","6","0","6","2472","0"
"L105711","HTTP.java","community/server/src/test/java/org/neo4j/test/server/HTTP.java","L105708","10","0","2","38","262","344","L105355","HTTP.java","community/server/src/test/java/org/neo4j/test/server/HTTP.java","L105352","10","0","262","16","0","8","1296","0"
